lon,lat,Grade,ActiveTeams,InactiveTeams,School,Local District,Hosting,Grants,VIQC,VRC,Workshop,NumberofteamsVEXIQESLeague,EventDatesVEXIQESLeague,EventWebsiteVEXIQESLeague,NumberofteamsVEXIQMSLeague,EventDatesVEXIQMSLeague,EventWebsiteVEXIQMSLeague,NumberofteamsVEXIQESMSLeague,Event DatesVEXIQESMSLeague,EventWebsiteVEXIQESMSLeague,NumberofteamsVEXIQESTournament,EventDatesVEXIQESTournament,EventWebsiteVEXIQESTournament,NumberofteamsVEXIQMSTournament,EventDatesVEXIQMSTournament,EventWebsiteVEXIQESTournament,NumberofteamsVEXIQESMSTournament,EventDatesVEXIQESMSTournament,EventWebsiteVEXIQESMSTournament,workshopDates
-118.2990559914,33.9720934308,Elementary,7511A,,Raymond Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5302842226,34.1902741193,High,,,Reseda Charter High School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5384364262,34.2037201082,Elementary,,,Reseda Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2678995656,34.0106140118,Elementary,"39003B, 39003A",,Ricardo Lizarraga Elementary ,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4078316971,34.2242991432,Middle,,,Richard E. Byrd Middle School ,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2952333031,33.7416318931,Middle,,,Richard Henry Dana Middle School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.1961332709,34.1113869667,Elementary,,,Richard Riordan Primary Center,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4402835343,34.0286099935,Elementary,86266A,,Richland Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3715134673,34.1580960774,Elementary,,,Rio Vista Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2269430871,33.9341188293,Elementary,63010A,,Ritter Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4175333127,34.1586311448,Elementary,,,Riverside Drive Charter School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4275606639,34.1629897817,Middle,,,Robert A. Millikan Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3008535207,33.8823552589,Middle,,,Robert E. Peary Middle School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2974041977,34.0599707041,span,,,Robert F. Kennedy Community Schools,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.5117670694,34.2948873593,Middle,"73375D, 73375C, 73375B, 73375A",,Robert Frost Middle School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4579287387,34.2081469302,span,,,Robert Fulton College Preparatory School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.1521876827,34.0400050344,Elementary,"24606C, 24606B, 24606A",,Robert Hill Lane Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1934306937,34.0262188031,Middle,,,Robert Louis Stevenson Middle School,East ,,,,,,,,,,,,,,,,,,,,,,,,
-118.1946377579,34.133352134,Elementary,,,Rockdale Visual & Performing Arts Magnet,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2124791584,34.0513526631,High,,,Roosevelt High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.4613254444,34.2315784213,Elementary,,,Rosa Parks Learning Center,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.3668018627,34.216163848,Elementary,,,Roscoe Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4642612944,34.1201643395,Elementary,2425R,,Roscomare Road Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2698227776,34.0725484392,Elementary,90026A,,Rosemont Avenue Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3744798338,34.0806461913,Elementary,,,Rosewood Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.187328303,34.0285882065,Elementary,6425A,,Rowan Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3969214423,34.1892829667,Middle,,,Roy Romer Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3155166421,33.7664006572,Middle,"8111B, 8111A",,Rudecinda Sepulveda Dodson Middle School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2574387382,33.973006335,Elementary,"6438B, 6438A",,Russell Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2573292316,34.0021514402,Elementary,,,Sally Ride Elementary: A Smart Academy,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2714481909,33.9322442459,Middle,90061A,,Samuel Gompers Middle School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2120656488,33.9834631136,Elementary,"71295B, 71295A",,San Antonio Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4477260546,34.2799255426,Elementary,"34143B, 34143A",,San Fernando Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4429144427,34.2713639404,High,,,San Fernando High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4374221403,34.2831191382,Middle,"39997B, 39997A",,San Fernando Middle School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2016851061,33.9561512442,Elementary,54210A,,San Gabriel Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4581870702,34.262561202,Elementary,,,San Jose Highly Gifted Magnet Elementary,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4583169368,34.2625329913,Elementary,,,San Jose Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.202210764,33.9485339086,Elementary,2018C,,San Miguel Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1721349548,34.1188930983,Elementary,90042A,,San Pascual Avenue Elementary STEAM,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.299274373,33.730567448,High,,,San Pedro High School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2579042969,34.028829923,Elementary,,,San Pedro Street Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3154080173,34.0895908416,Elementary,,,Santa Monica Boulevard Community Charter School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2627844206,34.0285452249,High,,,Santee Education Complex ,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4026429756,34.2704955095,Elementary,"91331B, 91331A",,Sara Coughlin Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4157039634,34.2131296681,Elementary,,,Saticoy Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3563202807,34.0467472416,Elementary,,,Saturn Street Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3345809771,34.1002707189,Elementary,,,Selma Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.4648863825,34.2419066855,Middle,,,Sepulveda Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.587449398,34.1606731586,Elementary,64360S,,Serrania Avenue Charter for Enriched Studies,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.433014789,34.2523995909,Elementary,,,Sharp Avenue Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3851889438,34.0392909595,Elementary,,,Shenandoah Street Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2079287635,34.0505118628,Elementary,66893A,,Sheridan Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5384797256,34.1843940457,span,18605A,,Sherman Oaks Center for Enriched Studies,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.455970972,34.1501575446,Elementary,,,Sherman Oaks Elementary Charter School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5572145465,34.1962516847,Elementary,"91343D, 10903D, 10903C, 10903A",,Shirley Avenue Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4322653782,33.9901656682,Elementary,6740A,,Short Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1691064685,34.0825885473,Elementary,,,Sierra Park Elementary School,East ,,,,,,,,,,,,,,,,,,,,,,,,
-118.1578563935,34.1077907011,Elementary,54911A,,Sierra Vista Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2323154099,34.0763065451,Elementary,"84918S, 84918B",,Solano Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.239214023,34.1028992153,High,,,Sonia M. Sotomayor Learning Academies,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2168443647,34.0321122692,Elementary,1020S,,Soto Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2222619949,33.9467533217,High,,,South East High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2093971862,33.9562662566,High,,,South Gate High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.1977480618,33.952273178,Middle,"56489X, 56489S, 29025A",,South Gate Middle School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2662563044,33.9611269244,Elementary,,,South Park Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.199572876,33.9796772126,Middle,,,South Region Middle School #2,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.3222607552,33.7228353946,Elementary,,,South Shores Elementary Performing Arts Magnet,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2247254315,33.9462409673,Middle,"59925B, 59925A",,Southeast Middle School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5066549906,34.2132267133,Elementary,,,Stagg Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.217636089,33.9488280593,Elementary,"50108B, 50108A",,Stanford Primary Center ,East,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.211055710836,34.038706612957,High,,,Theodore Roosevelt High School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.5682772139,34.2036141683,Elementary,,,Stanley Mosk Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2120484224,33.964027417,Elementary,13984A,,State Street Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3700679614,34.2498504319,Elementary,9851A,,Stonehurst Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4134635805,33.9957392456,Elementary,44139A,,Stoner Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.400090639,34.1926612726,Elementary,,,Strathern Street Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2648090627,33.9909597845,span,17259S,,Summit Preparatory Charter School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.377765449,34.2041759136,Middle,,,Sun Valley Magnet School ,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3149512607,34.2635630108,Elementary,,,Sunland Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5815720147,34.2131457831,Elementary,38076S,,Sunny Brae Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2090799359,34.0292364747,Elementary,,,Sunrise Elementary School,East ,,,,,,,,,,,,,,,,,,,,,,,,
-118.574651796,34.2476211013,Elementary,,,Superior Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.3463300848,34.0230385364,High,,,Susan Miller Dorsey High School ,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.5702302008,34.2043914036,Middle,,,Sutter Middle School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4468533988,34.3124882439,Elementary,,,Sylmar Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4425157585,34.3075530427,High,,,Sylmar High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4499931466,34.3190029424,span,,,Sylmar Leadership Academy,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.461447286,34.1834520489,Elementary,,,Sylvan Park Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2984604504,33.7627368832,Elementary,,,Taper Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.5460203699,34.1749896312,Elementary,,,Tarzana Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4321445196,34.2689754952,Elementary,,,Telfair Avenue Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.1930481017,33.9663259811,Elementary,96815A,,Teresa Hughes Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2508328172,33.9805471904,Middle,,,Thomas A. Edison Middle School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2510126105,34.0098030175,High,,,Thomas Jefferson High School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2809218175,34.0964326599,Middle,"82300C, 82300A",,Thomas Starr King Middle School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2173507956,34.1211835941,Elementary,7178A,,Toland Way Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3613010391,34.1597700196,Elementary,,,Toluca Lake Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3224322942,34.0153775669,Elementary,6B,,Tom Bradley Global Awareness Magnet,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.6040943358,34.0923548801,Elementary,,,Topanga Elementary Charter School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.5467566604,34.2480761522,Elementary,,,Topeka Avenue Charter for Advanced Studies,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-117.9842282749,34.0574900178,Middle,751A,,Torch Middle School,Bassett USD,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2678036433,33.8583278421,Elementary,,,Towne Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2695636246,34.0121981367,Elementary,39403T,,Trinity Street Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4924417487,34.2694335608,Elementary,,,Tulsa Street Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.1825504782,33.9433996348,Elementary,,,Tweedy Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.4155758181,34.1776075974,High,,,Ulysses S. Grant High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2669911618,34.0635085723,Elementary,90057U,,Union Avenue Elementary School,Central,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4611842353,34.0464231483,High,,,University High School ,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.224602894,34.049284355,span,,,Utah Street Span School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.4605842096,34.2051863183,Elementary,,,Valerio Street Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5034687124,34.2604099635,High,,,Valley Academy of Arts and Sciences,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4482402545,34.1976190649,Middle,62098A,,Valley Charter Middle School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3458688598,34.1295539091,Elementary,55065A,,Valley View Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2883377143,33.8388805173,Elementary,,,Van Deene Avenue Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.5059429815,34.305904255,Elementary,"76202B,76202A",,Van Gogh Charter School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3163094292,34.0805375174,Elementary,"67735B, 67735A",,Van Ness Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4465547955,34.188241701,Elementary,,,Van Nuys Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4551416246,34.1895002809,High,,,Van Nuys High School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4521270692,34.1690846684,Middle,,,Van Nuys Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.5471585611,34.1829736729,Elementary,,,Vanalden Avenue Elementary School,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.4232775478,34.2811605509,span,,,Vaughn Next Century Learning Center,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4208124317,34.2400693773,Elementary,"93926B, 93926A",,Vena Avenue Elementary School,Northeast,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4436843121,33.9981857629,High,,,Venice High School ,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2986018332,34.2620263814,High,,,Verdugo Hills High School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.292905767,34.0311808184,Elementary,,,Vermont Avenue Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2313446005,34.0037490359,Elementary,"85788B, 85788A",,Vernon City Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2112564104,33.9465379936,Elementary,"77083X, 77083V",,Victoria Avenue Elementary School,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3922069391,34.1856069514,Elementary,,,Victory Boulevard Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.3270244391,34.0884116412,Elementary,,,Vine Street Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.352082697,34.2338256083,Elementary,,,Vinedale Elementary School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2912349283,34.0740827901,Middle,,,Virgil Middle School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3397074264,34.0282801293,Elementary,"42925V, 42925B, 42925A",,Virginia Road Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4213314633,34.2961464346,Elementary,,,Vista Del Valle Dual Language Academy,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4605320885,34.2248843352,Middle,,,Vista Middle School,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.2585463513,34.0097085538,Elementary,,,Wadsworth Avenue Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4518955731,34.0059624473,Elementary,,,Walgrove Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2240148464,33.9706890634,Elementary,18551A,,Walnut Park Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.231306452,33.973519821,Middle,"56209A, 46095B",,Walnut Park Middle School ,East ,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.386411615,34.1534091706,Middle,,,Walter Reed Middle School ,Northeast,,,,,,,,,,,,,,,,,,,,,,,,
-118.4337297606,34.0700545546,Elementary,,,Warner Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2410941492,34.1169844117,Middle,,,Washington Irving STEAM Magnet School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.3042653445,33.9374814368,High,,,Washington Preparatory High School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2906369905,33.9332209974,Elementary,,,Washington Primary Center,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.2301665055,33.941347518,Elementary,76384W,,Weigand Avenue Elementary School,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.6378324161,34.1915771201,Elementary,,,Welby Way Charter Elementary and Gifted-High Ability Magnet,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.290204004,34.039824278,High,,,West Adams Preparatory High School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2945182673,33.9246075946,Elementary,"97405C, 97405B",,West Athens Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3873339976,34.0895021901,Elementary,,,West Hollywood Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2801290224,34.0056233283,Elementary,,,West Vernon Avenue Elementary School,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.4287702905,33.9581907018,High,,,Westchester Enriched Sciences Magnets,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3073162761,33.9942566729,Elementary,34453A,,Western Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4721945963,33.9920523207,Elementary,,,Westminster Avenue Elementary Math/Technology/Environmental Studies Magnet,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3884276624,33.9667344699,Elementary,6011W,,Westport Heights Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.4302524765,34.0474002212,Elementary,,,Westwood Charter Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3079996268,33.7168813514,Elementary,,,White Point Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.5447838175,34.1647346422,Elementary,,,Wilbur Charter for Enriched Academics,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.5714184144,34.1699152699,High,,,William Howard Taft Charter High School ,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.2760105056,34.0178363151,Middle,,,William Jefferson Clinton Middle School ,Central,,,,,,,,,,,,,,,,,,,,,,,,
-118.2226604609,33.9585608189,Elementary,,,Willow Elementary School,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.2741299729,33.7980700274,Middle,"4526B, 4526A",,Wilmington Middle School STEAM Magnet,South,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2463530576,33.7863134331,Elementary,,,Wilmington Park Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.3435730214,34.0582457874,Elementary,,,Wilshire Crest Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.3156340809,34.0615004229,Elementary,31512A,,Wilshire Park Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.185282971,34.0817221047,High,,,Wilson High School ,East,,,,,,,,,,,,,,,,,,,,,,,,
-118.3146122403,34.058593089,Elementary,85756A,,Wilton Place Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3557450946,33.9962925199,Elementary,,,Windsor Hills Elementary Math/Science Aerospace Magnet,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.5700064162,34.2198230859,Elementary,"17046B, 17046A",,Winnetka Avenue Elementary School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.2561280131,33.9736472577,Elementary,,,Wisdom Elementary School,South,,,,,,,,,,,,,,,,,,,,,,,,
-118.3801849723,34.114564241,Elementary,,,Wonderland Avenue Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.292622946,33.9670899219,Elementary,,,Woodcrest Elementary School,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.6334645744,34.1765455613,Elementary,45477A,,Woodlake Elementary Community Charter School,Northwest,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.5868937897,34.1706446878,Middle,,,Woodland Hills Academy ,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.610178951,34.1596964101,Elementary,,,Woodland Hills Elementary Charter for Enriched Studies,Northwest,,,,,,,,,,,,,,,,,,,,,,,,
-118.1772689555,33.9778075648,Elementary,19217A,,Woodlawn Avenue Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.1942367613,34.1210993543,Elementary,33868A,,Yorkdale Elementary School,West,,,Yes,,,,,,,,,,,,,,,,,,,,,
-118.3279885615,33.9806739048,Elementary,,,Young Empowered Scholars Academy,West,,,,,,,,,,,,,,,,,,,,,,,,
-118.2901039498,34.063253833,Middle,,,Young Oak Kim Academy,Central,,,,,,,,,,,,,,,,,,,,,,,,